IncidentID,start,end,RoadName,CommonName,Direction,CrossStreetName,CrossStCommonName,Latitude,Longitude,ConditionName,IncidentType,Event,EventName,Reason,DOTNotes,day,flood,wind,winter,fog,rainevent,winterevent,cycloneevent,dur,noweather
402060,2012-05-30T22:50:00Z,2012-05-31T12:42:37Z,SR-1429,Slippery Log Rd,Both Directions,SR-1005,SR-1005,34.31040513,-78.77604961,Road Closed,Weather Event,1,None,Road closed due to flooding at Benson Millpond (East of SR 1005 - Peacock Road),NA,5/30/12,1,0,0,0,0,0,0,0.578206019,0
402109,2012-05-31T19:33:00Z,2012-06-04T19:12:22Z,SR-1517,REBECCA KENNEDY RD,Heading West,SR-1636,SR-1636,34.42308024,-77.86884002,Road Closed,Weather Event,1,None,Rebecca Kennedy Rd is closed from Martin Marietta Rd to Mooretown Rd due to flooding from storm.,NA,5/31/12,1,0,0,0,0,0,0,3.985671296,0
402785,2012-06-14T14:55:00Z,2012-06-14T16:35:00Z,I-440,NA,Heading West,NA,NA,35.78028107,-78.57363129,Shoulder Closed,Road Obstruction,1,None,Shoulder closed due to a fallen tree in the roadway. Motorist should expect delays in the area.,got a call from SHP.  JG,6/14/12,0,1,0,0,0,0,0,0.069444444,0
403626,2012-07-01T21:27:00Z,2012-07-02T00:27:00Z,I-95,NA,Heading North,SR-1500,Swift Creek Rd,36.02549,-79.895317,Road Impassable,Road Obstruction,1,None,"Trees down on I-95 Northbound near Exit 150, Swift Creek Road.",Call from Debbie Leonard.,7/1/12,0,1,0,0,0,0,0,0.125,0
403780,2012-07-05T21:20:00Z,2012-07-06T01:20:00Z,SR-1379,Penny Rd,Both Directions,SR-1588,SR-1588,35.70656016,-78.74934018,Road Impassable,Road Obstruction,1,None,"Large tree across the 8600 block of Penny Road, SR 1379, near Huntingwood Drive, SR 1588, blocking the roadway.",Detected via call from Raleigh Communications who says Wake Co Sheriff unit # W892 is on the way to the scene. They have been advised ETA is 2 hrs.,7/5/12,0,1,0,0,0,0,0,0.166666667,0
404040,2012-07-11T20:11:00Z,2012-07-11T21:11:00Z,I-40,NA,Heading West,SR-1922,Enola Rd,35.71668475,-81.67264993,Road Closed,Road Obstruction,1,None,"All lanes are closed near Exit 104, Enola Rd, due to a tree in the road. Motorists are advised to use caution in the area.",NA,7/11/12,0,1,0,0,0,0,0,0.041666667,0
406362,2012-08-24T15:09:00Z,2012-08-24T22:00:00Z,SR-1702,N Blizzardtown Road,Both Directions,SR-1726,SR-1726,34.94139234,-77.82684803,Road Closed,Road Obstruction,1,None,water is crossing roadway - 0.2 miles S of SR1726 Miller Road and 1.9 miles N of  SR1727 Ottis Miller Road.,NA,8/24/12,1,0,0,0,0,0,0,0.285416667,0
406366,2012-08-24T17:38:00Z,2012-08-25T22:00:00Z,SR-1700,Sarecta Rd,Both Directions,NC-241,NC-241,34.96190813,-77.78794527,Road Closed,Road Obstruction,1,None,There is high water under bridge on SR1700 Sarecta Road between SR1732 Sandridge Road and NC 241 N.,NA,8/24/12,1,0,0,0,0,0,0,1.181944444,0
406367,2012-08-24T17:44:00Z,2012-08-25T22:00:00Z,SR-1710,Sumner Rd,Both Directions,SR-1700,Sarecta Rd,34.96144212,-77.78247356,Road Closed,Road Obstruction,1,None,There is high water at bridge on SR1710 Sumner Road between SR1700 Sarecta Road and SR1736 Baker Road.,NA,8/24/12,1,0,0,0,0,0,0,1.177777778,0
406426,2012-08-25T00:25:00Z,2012-08-26T01:25:00Z,SR-1707,Panther Creek Rd,Both Directions,NC-11,NC-11,35.04475438,-77.79560566,Road Closed,Road Obstruction,1,None,NC DOT is closing SR1707 Panther Creek Road due to high water. It is closed between NC 11 N and NC 111 N.,NA,8/24/12,1,0,0,0,0,0,0,1.041666667,0
406431,2012-08-25T15:02:00Z,2012-08-25T20:02:00Z,I-95,NA,Both Directions,US-158,US-158,36.43058803,-77.63011619,Road Closed,Weather Event,1,None,"Due to flooding, the road is closed at Exit 173. Motorist are advised to use caution and follow detour signs.",Debbie Leonard called. JL,8/25/12,1,0,0,0,0,0,0,0.208333333,0
406432,2012-08-25T16:35:00Z,2012-08-25T19:35:00Z,US-158,NA,Both Directions,NC-48,NC-48,36.44214384,-77.66888499,Road Closed,Weather Event,1,None,"Road closed at NC 48 due to high water, motorist are advised to use alternate routes and follow all traffic signs.","Keith Hurdle, CME called Jl",8/25/12,1,0,0,0,0,0,0,0.125,0
406433,2012-08-25T16:37:00Z,2012-08-25T19:37:00Z,NC-48,NA,Both Directions,US-158,US-158,36.44214384,-77.66888499,Road Closed,Weather Event,1,None,"The road is closed at US 158 due to high water, motorist are advised to use alternate routes and follow all traffic signs.",Halifax CME called. jl,8/25/12,1,0,0,0,0,0,0,0.125,0
406444,2012-08-25T22:22:00Z,2012-08-26T14:11:30Z,SR-1333,Mt. Carmel Road,Both Directions,SR-1328,SR-1328,36.45726,77.39645,Road Closed,Weather Event,1,None,Flooding,NA,8/25/12,1,0,0,0,0,0,0,0.659375,0
406878,2012-09-04T17:17:00Z,2012-09-28T21:17:00Z,SR-1605,Round Peak Ch. Rd.,Both Directions,SR-1397,SR-1397,36.3,80.4,Road Closed,Weather Event,1,None,NA,NA,9/4/12,0,0,0,0,0,0,0,24.16666667,1
406879,2012-09-04T17:22:00Z,2012-10-25T19:55:37Z,SR-1342,Tobe Hudson Rd,Both Directions,SR-1343,SR-1343,36.40680984,-80.75091988,Road Closed,Weather Event,1,None,NA,NA,9/4/12,0,0,0,0,0,0,0,51.10667824,1
407052,2012-09-06T22:21:00Z,2012-09-07T00:21:00Z,US-1,US-1,Heading South,NA,NA,35.67011768,-78.92753298,Road Impassable,Road Obstruction,1,None,"A tree across the road has blocked US-1 South at Exit 89, New Hill Holleman Road in New Hill.",NA,9/6/12,0,1,0,0,0,0,0,0.083333333,0
407608,2012-09-18T14:39:00Z,2012-09-19T12:30:00Z,SR-1116,Watauga River,Both Directions,SR-1121,SR-1121,34.09369973,-77.92141559,Road Closed,Weather Event,1,None,Heavy rains has caused the Watauga River to flood into the Watauga River Roadway .20 mile east of SR1121 Rominger Road.,NA,9/18/12,1,0,0,0,0,0,0,0.910416667,0
407664,2012-09-19T11:21:00Z,2012-09-19T20:18:25Z,US-421,NA,Heading South,SR-1101,SR-1101,34.57965153,-78.10128974,Road Impassable,Weather Event,1,None,"Water crossing US 421, due to rain fall over night.",NA,9/19/12,1,0,0,0,0,0,0,0.373206019,0
409701,2012-10-28T07:58:00Z,2013-01-10T20:00:00Z,NC-12,NA,Both Directions,NA,NA,35.77106398,-75.53561926,Lanes Narrowed,Congestion,116,Hurricane Sandy 2012,All lanes are currently open on NC-12.,"Allen Russell CME - 3:00 AAC 10/28/12 
Jerry Jennings notified. Tims/CA road impassable south of Oregon inlet bridge to Rodanthe. 4:25 AM 
Allen Russell- may have cleaned by lunch. 5:00 AM
Mallory-Dare County advised NC-12 is closed- AJJ  11/14/12 12:38 PM
Sterling Baker Dare County Division Engineer is reopen. 11/14/12 1:26 PM
Received email-Pablo Hernandez advising NC-12 has closed to all vehicles due to overwash - KPM 11/16/12 7:24 AM
Received email from Pablo Hearnandez advising NC-12 has reopened - KPM 12:32
Received email from Pablo Hernandez advising NC-12 was closed to 4X4-SDH 8:10 AM
Received email from Pablo Hernandez advising NC-12 was closed to 4x4-
SDH 8:30 AM
Received email from Pablo Hernandez advising NC-12 was open to 4x4- MD 4:00 PM
Received email from P. Hernandez advising NC-12 was open-SDH 4:00 PM
email: NC-12 was open-SDH 11/22/2012  
email: NC-12 open-SDH 11/29/2012 2:10 PM
email: NC-12 open-SDH 12/6/2012 3:16 PM",10/28/12,1,0,0,0,0,0,1,74.50138889,0
409715,2012-10-29T03:00:00Z,2012-10-29T17:23:40Z,US-441,NA,Both Directions,NA,NA,35.59224701,-83.38228607,Road Closed,Weather Event,1,None,"US 441 is closed from Gatlinburg, TN to Cherokee, NC due to snow and ice.",NA,10/28/12,0,0,1,0,0,0,0,0.599768519,0
409716,2012-10-29T04:04:00Z,2012-10-31T20:00:00Z,NC-12,NC-12,Both Directions,NA,NA,35.90726643,-75.59765339,Road Impassable,Weather Event,116,Hurricane Sandy 2012,All lanes are reported as impassable due to high water in the roadway on Old Oregon Inlet/South Nags Head Rd near NC-12.,NA,10/28/12,1,0,0,0,0,0,1,2.663888889,0
409733,2012-10-29T16:08:00Z,2012-10-30T22:00:00Z,SR-1500,Woodard Road,Both Directions,NC-308,Sans Souci,35.91286259,-76.81756496,Road Closed,Weather Event,116,Hurricane Sandy 2012,Currently the water level is too low for the ferry to operate.,NA,10/29/12,1,0,0,0,0,0,1,1.244444444,0
409734,2012-10-29T16:11:00Z,2012-10-30T22:00:00Z,SR-1306,Parker Ferry Rd,Both Directions,US-258,NA,36.48979985,-77.01913834,Road Closed,Weather Event,116,Hurricane Sandy 2012,Currently the water level is too low for the ferry to operate.,NA,10/29/12,1,0,0,0,0,0,1,1.242361111,0
409756,2012-10-29T19:12:00Z,2012-11-01T20:00:00Z,US-158,US 158 (Croatan Hwy),Both Directions,SR-1206,SR-1206,36.06637647,-75.69339752,Lane Closed,Weather Event,116,Hurricane Sandy 2012,The outside southbound travel lane is closed due to minor flooding. 1 of 5 lanes are closed.,NA,10/29/12,1,0,0,0,0,0,1,3.033333333,0
409757,2012-10-29T19:38:00Z,2012-10-29T19:44:16Z,US-158,US-158,Both Directions,NC-12,NC-12,35.90723554,-75.59943046,Road Impassable,Weather Event,1,None,All lanes are reported as closed due to high water and flooding in the roadway.  Motorists are advised to use an alternate route.,"Allan Russell, CME for Dare County called in at 2:38 PM to advise.",10/29/12,1,0,0,0,0,0,0,0.004351852,0
409767,2012-10-29T22:29:00Z,2012-12-29T20:00:00Z,US-441,Newfound Gap Rd.,Both Directions,NA,NA,35.59224701,-83.38228607,Road Closed,Weather Event,1,None,"US-441 (Newfound Gap Road)in Great Smokey Mountain Nation Park is closed between Cherokee, North Carolina and Gatlinburg, Tennessee, due to adverse weather. Use caution and watch for snow and ice.",Randy from Great Smokey Mountain National Parks called STOC to advise. md- 7:40 PM,12/28/12,0,0,1,0,0,1,0,60.89652778,0
409769,2012-10-29T22:33:00Z,2012-10-30T23:33:00Z,US-19,US-441,Both Directions,NA,NA,35.69553893,-83.52821589,Road Closed,Weather Event,117,Winter Weather October 2012,"Blue Ridge Parkway from US-441 near Cherokee, NC to US-276 is closed due to snow and ice.",National Park Service # 828-298-0398,10/29/12,0,0,1,0,0,1,0,1.041666667,0
409775,2012-10-30T00:36:00Z,2012-10-30T01:50:09Z,US-158,US-158,Both Directions,SR-1206,SR-1206,36.00439575,-75.65533161,Road Impassable,Weather Event,116,Hurricane Sandy 2012,"All lanes are reported as closed near Kitty Hawk Rd, due to high water and flooding.",NA,10/29/12,1,0,0,0,0,0,1,0.051493056,0
409778,2012-10-30T04:01:00Z,2012-10-30T04:51:35Z,US-64,Dillard,Both Directions,NC-106,NC-106,35.74211884,-79.64212036,Road Closed,Road Obstruction,116,Hurricane Sandy 2012,"Due to a road obstruction, the road is closed near NC 106.","AAC 10:50 pm 10/29/12
I called troop G and Case states road is back open. 11:45 PM 10/29/12 aac",10/29/12,0,0,0,0,0,0,1,0.035127315,0
409779,2012-10-30T09:17:00Z,2012-10-30T13:00:00Z,I-26,NA,Both Directions,NA,NA,35.93725864,-82.55983114,Lanes Narrowed,Weather Event,117,Winter Weather October 2012,"Due to a weather event, the road has 3 inches of snow and is not recommended for travel until weather conditions improve.","aac 10/30/12 4:15 AM - Call came in from Pam at HP 
Durwin Rice notified
Left a message on vm for Chris Deyton 
I called the Tenn dot and gave Connie the info. She said I-26 from 47 mm to NC line is not recommended for travel.  4:40 am
Spoke with Chris Deyton at 4:55 - he states there are 9 people working on the roadway. 
I tried to contact Rick Cates but its not accepting voicemails.",10/30/12,0,0,1,0,0,1,0,0.154861111,0
409780,2012-10-30T09:25:00Z,2012-10-30T14:00:00Z,US-64,NA,Both Directions,NA,NA,35.74211884,-79.64212036,Lanes Narrowed,Weather Event,117,Winter Weather October 2012,"Due to a weather event, there is patches of ice on the roadway and it is not recommended for travel.","aac 10/30/12 4:14 - Call came in from Pam HP
Roger Ayers notified
Steve Buchanan notified 
Tried to call Rick Cates but phone not accepting voicemails.",10/30/12,0,0,1,0,0,1,0,0.190972222,0
409781,2012-10-30T09:29:00Z,2012-10-30T13:00:00Z,NC-194,NA,Both Directions,NA,NA,36.15365219,-81.96547699,Lanes Narrowed,Weather Event,117,Winter Weather October 2012,"Due to a weather event, Avery County is snow covered  and not recommended for travel.","aac 10/30/21 - Call came in from Pam HP
left message on Jerry Combs 4:15 4:45 
Daniel Adams notified 
Tried to call Rick Cates but phone is not accepting voicemails.",10/30/12,0,0,1,0,0,1,0,0.146527778,0
409782,2012-10-30T09:34:00Z,2012-10-30T13:00:00Z,US-221,NA,Both Directions,NA,NA,35.64385986,-81.98571014,Lanes Narrowed,Weather Event,117,Winter Weather October 2012,"Due to a weather event, the road is slick and icy and not recommended for travel until weather conditions improve.","aac 10/30/12  4:15 am - Call came in from Pam HP
Durwin Rice notified
left message on Wade Tate's phone 4:15 and 4:45 
Tried to call Rick Cates but phone not accepting voicemails.",10/30/12,0,0,0,0,0,1,0,0.143055556,0
412403,2012-12-20T16:09:00Z,2012-12-21T03:57:34Z,US-441,NA,Both Directions,NA,NA,35.59224701,-83.38228607,Road Closed,Weather Event,1,None,US 441 (Newfound Gap Rd.) is closed in both directions due to inclement weather. Motorist are advised to use an alternate route.,This is a duplicate of 412459 - AAC 12/20/12 10:57 pm,12/20/12,0,0,0,0,0,0,0,0.492060185,1
412449,2012-12-21T00:23:00Z,2012-12-21T02:30:00Z,I-40,NA,Heading West,NA,NA,35.80685063,-80.8789444,Road Impassable,Road Obstruction,1,None,"High water in the roadway due to heavy rain and storm drain issue, highway impassible, I-40 WB nr Exit 151 (US21\Turnersburg Hwy). DOT personnel on site to correct problem.",NA,12/20/12,1,0,0,0,0,0,0,0.088194444,0
412459,2012-12-21T03:46:00Z,2012-12-27T17:00:00Z,US-441,NA,Both Directions,NA,NA,35.59224701,-83.38228607,Road Closed,Weather Event,117,Winter Weather October 2012,The road is now open.,"I recd a call from Dan with the great smokey mountains national park. I called Roger Ayers at 16:31 SW - This road is closed until tomorrow noon at least. Randy with Great Smoky Mt called to advise the road was now open, contacted Roger Ayers to make him aware.",12/26/12,0,0,1,0,0,1,0,6.551388889,0
412522,2012-12-22T01:58:00Z,2012-12-22T14:14:41Z,SR-1342,Hickory Nut Gap Rd.,Heading East,NC-194,NC-194,35.51551,-79.099968,Road Closed,Road Obstruction,1,None,Large trees down wrapped in power lines,NA,12/21/12,0,1,0,0,0,0,0,0.511585648,0
412523,2012-12-22T02:03:00Z,2012-12-22T14:15:09Z,SR-1342,Hickory Nut Gap Rd.,Heading West,NC-194,NC-194,35.51551,-79.099968,Road Closed,Road Obstruction,1,None,Large trees down wrapped in power lines,NA,12/21/12,0,1,0,0,0,0,0,0.5084375,0
413136,2013-01-06T03:03:00Z,2013-01-07T01:00:00Z,US-441,Newfound Gap Rd.,Both Directions,NA,NA,35.48052202,-83.31917524,Road Closed,Weather Event,1,None,"Per Smokey Mountains, this road is now open.","Per recorded message at Great Smokey mountains - this road is now open.
10:40 AM - AAC 1/6/13",1/5/13,0,0,1,0,0,0,0,0.914583333,0
413626,2013-01-15T14:03:00Z,2013-01-18T18:00:00Z,SR-1345,Farmers Fish Camp,Heading South,SR-1342,SR-1342,36.48661041,-79.48561859,Road Closed,Weather Event,1,None,high water,NA,1/15/13,1,0,0,0,0,0,0,3.164583333,0
413660,2013-01-15T21:15:00Z,2013-01-19T00:00:00Z,SR-1326,Tusquittee Creek Rd,Both Directions,SR-1307,SR-1307,35.07580778,-83.77118111,Road Closed,Weather Event,1,None,Tusquittee Creek Road is closed to heavy rain and high water.,NA,1/15/13,1,0,0,0,0,0,0,3.114583333,0
